ID,Text,Comment
ToolGroups.MapEditorResources,Kaynaklar,
ToolGroups.MapEditorWater,Su,
ToolGroups.Metal,Metal,Buildings that allow to collect and produce with metal
ToolGroups.Monuments,Anıtlar,Awe-inspiring statues and fantastic contraptions
ToolGroups.Other,Diğer,Buildings that don't fit in other categories
ToolGroups.Paths,Yol ve Yapılar,"Buildings that are made to be built and walked upon or to support other buildings such as paths, stairs and platforms"
ToolGroups.Power,Enerji,Buildings that produce and transfer power
ToolGroups.Priority,Öncelikleri belirle,This is in active voice
ToolGroups.Ruins,Harabeler,Group for different types of ruin objects
ToolGroups.Science,Bilim,Buildings that produce Science points
ToolGroups.Storage,Depolama,Buildings that store goods and resources
ToolGroups.TreeCutting,Ağaç kes,This is in active voice
ToolGroups.Water,Su,Buildings that gather and store water
ToolGroups.Wood,Ahşap,Buildings that allow gathering and producing using wood
TopBar.Badwater,Bulantı,A group of resources. Please keep short.
TopBar.Food,Yiyecek,A group of resources. Please keep short.
TopBar.Ingredients,Malzemeler,Resource group containing ingredients that can be made into edible foods (but are not edible on their own)
TopBar.Logs,Kütük,A group of resources. Please keep short.
TopBar.Materials,Materyaller,A group of resources. Please keep short.
TopBar.Nothing,Hiçbir şey,A group of resources. Please keep short.
TopBar.Science,Bilim,A group of resources. Please keep short.
TopBar.Water,Su,A group of resources. Please keep short.
Toggle.State.On,açık,Indication in tooltip about toggle state. For example 'Prioritize building by haulers: on'
Toggle.State.Off,kapalı,Indication in tooltip about toggle state. For example 'Prioritize building by haulers: off'
Toggle.State.Closed,Kapalı,Indication in tooltip about toggle state. For example 'Status: Closed'
Toggle.State.Open,Aç,Indication in tooltip about toggle state. For example 'Status: Open'
Toggle.Selected,(seçili),Indication in tooltip about selected item. Fore example: 'Planting (selected)'
TreeCuttingSelectionTool.Description,Bu aracı kullanarak ağaçların kesileceği bölgeleri işaretle.,Doesn't have to use a personal verb
TreeCuttingSelectionTool.Title,Ağaç kesilecek bölgeyi işaretle,
TreeCuttingUnselectionTool.Description,Bu aracı kullanarak ağaçların kesileceği bölgelerin işaretini kaldır.,Doesn't have to use a personal verb
TreeCuttingUnselectionTool.Title,Ağaç kesilecek bölgenin işaretini kaldır,
Tutorial.Building,İnşa et: {0} ({1}/{2}),"{0} stands for building name {1} stands for number of built buildings {2} stands for number of buildings to build. This is used in a goal description with the verb in active voice, for example 'Build: Warehouse (0/5)'."
Tutorial.Continue,Devam Et,
Tutorial.Disable,Eğitimi devre dışı bırak,
Tutorial.DisablePrompt,"Eğitimi devre dışı bırakmak istediğinden emin misin?
Daha sonra ayarlardan tekrar etkinleştirebilirsin.",
Tutorial.ConnectBuilding,Birleştir: {0} ({1}/{2}),"{0} stands for building name {1} stands for number of buildings connected with paths {2} stands for number of buildings to connect. This is used in a goal description with the verb in active voice, for example 'Connect: Lumberjack Flag (0/2)'."
Tutorial.Finish,Eğitimi kapat,
Tutorial.MarkPlantables,Ek: {0} ({1}/{2}),"{0} stands for resource name {1} stands for number of marked resource tiles {2} stands for number of tiles to mark with resource. This is used in a goal description with the verb in active voice, for example 'Plant: Carrot (0/5)'."
Tutorial.MarkTrees,Kesilecek ağaçları işaretle.,
Tutorial.PanelTitle,Eğitim,
Tutorial.PlaceBuilding,Yerleştir: {0} ({1}/{2}),"{0} stands for building name {1} stands for number of built buildings {2} stands for number of buildings to build. This is used in a goal description with the verb in active voice, for example 'Place: Warehouse (0/5)'."
Tutorial.PowerBuilding,Enerji ver: {0} ({1}/{2}),"{0} stands for building name {1} stands for number of powered buildings {2} stands for number of buildings to power. This is used in a goal description with the verb in active voice, for example 'Power: Lumber Mill (0/1)'."
Tutorial.Progress,({0}/{1}),{0} stands for number of achieved goals {1} stands for total number of goals
Tutorial.TextToggle.Hide,Yazıyı gizle,Tooltip for tutorial button hiding intro text
Tutorial.TextToggle.Show,Yazıyı göster,Tooltip for tutorial button showing intro text
Tutorial.SelectGood,"Ayarla: {0}, {1} yapsın {2}",{0} stands for building name {1} stands for good name {2} stands for Tutorial.Progress. This is used in a goal description with the verb in active voice. for example 'Set: Warehouse to Bread (0/5)'.
Tutorial.Stage.PlaceLumberjacks,"Hoş geldin! Bu eğitim sayesinde bir kunduz yerleşimi kurmanın temellerini öğreneceksin.

Her yeni yerleşim Kütüklere ihtiyaç duyar! Yalnızca oduncular ağaç keser, bu yüzden yakınlardaki ağaçların yanına iki adet Oduncu Bayrağı yerleştir.",Logs is the name of the resource and Lumberjack Flag is the name of the building
Tutorial.Stage.MarkTrees,"Oduncular, onlara ne yapmaları gerektiği söylenene kadar çalışmaya başlamazlar. Kesilecek bir alan belirlemek için Ağaç kes aracını kullan.

Fare düğmesine basılı tutarak birden fazla kareyi aynı anda seçebilirsin.

Bir Oduncu Bayrağı, yalnızca menzili içindeki ağaçları keser. Bir bayrağı seçerek menzilini kontrol edebilirsin.",Lumberjack Flag is a name of a building. 'Cut trees' must be the same as ToolGroups.TreeCutting.
Tutorial.Stage.WaterPump,"Kunduzlar, hayatta kalmak için suya ihtiyaç duyar. Kesintisiz içme suyu kaynağı sağlamak için bir Su Pompası inşa et. Bir Bölge Merkezi'ne bağlamayı unutma.",Water Pump and District Center are names of buildings
Tutorial.Stage.Gatherer,"Kunduzların hayatta kalmaları için suyun yanında yiyeceğe de ihtiyaçları vardır. Çevredeki Yaban Mersini Çalılarının yanına bir Toplayıcı Bayrağı yerleştir.

Toplayıcılar, bayrağın menzilindeki Yemişleri otomatik olarak toplar. Toplayıcı Bayrağı'nı seçerek menzilini görebilirsin.",
Tutorial.Stage.MarkBirchesForPlanting,"Artık ağaç dikebiliyorsun. Ağaç ve çalı dik butonunu kullanarak birkaç Huş ağacı dik.

Ekinler gibi, ağaçların da büyümek için sulanması gerekir. Kesmek için işaretlemeyi unutma!",Plant trees and bushes must be the same as ToolGroups.ForestryPlanting.
Tutorial.Stage.MarkCarrots,"Çiftçiler, neyi nereye ekmeleri gerektiğini söylemediğin sürece çalışmaya başlamazlar. Bir havuç tarlası işaretlemek için Ekin ek aracını kullan.

Ekinlerin sulanmış araziye ekilmesi gerekir. Aksi takdirde kurur ve zaman içinde ölürler.",Plant crops must be the same as ToolGroups.FieldsPlanting.
Tutorial.Stage.BasicStorage,"Yerleştirdiğin tüm yapıların kendi depolama alanları olsa da bunlar kısa sürede dolar.

Kütük ve su için fazladan depolama yığınları inşa et. Her depo yapısı yalnızca bir tür kaynak depolayabilir. Yapıyı seçtikten sonra hangi kaynağı depolayacağını belirleyebilirsin.",
Tutorial.Stage.ExpandStorage,Artık Kütük ve Su depolayacak bir yerin olduğuna göre aynı hazırlığı Yemişler ve yaklaşan Havuç hasadı için de yapmalısın.,"water is same as Good.Water.DisplayName, logs is same as Good.Log.PluralDisplayName"
Tutorial.Stage.FinishLumberjacks,"Bayraklar, bölgenin inşa menzilinin dışına yerleştirilemez.

İnşa menzilini görmek için Bölge Merkezi'ni seç. Bu menzili, girişine Yollar bağlayarak genişletebilirsin.","Lumberjack Flag, District Center and Path are names of buildings"
Tutorial.Stage.ConnectLumberjacks,"Girişi olan tüm yapılar bir Yol ile bir Bölge Merkezi'ne bağlanmalıdır. Oduncu Bayraklarını Bölge Merkezi'ne bağlamak için Yol inşa et.
 
Yollar üzerinde menzilini görmek için Bölge Merkezi'ni seçebilirsin.",District Center and Path are building names
Tutorial.Stage.Lodges,"Evler kunduzlarının nüfusunu arttırır ve Köykuyruklarının sayısının artmasına olanak sağlar.

Tüm kunduzlarını barındırmaya yetecek kadar Barınak inşa et.

Kunduzlar, yavrular için boş yer olmadıkça üremezler.",Lodge is a name of a building.
Tutorial.Stage.Inventor,"Bilim Puanı, daha gelişmiş yapıların kilidini açmak için kullanılır. Mucit Evleri zamanla Bilim Puanı üretir.",Inventor is the name of a building. Science Points must be the same as Science.SciencePoints.
Tutorial.Stage.WaterWheel,"Artık daha gelişmiş kaynaklar üretmeye başlayabiliriz, ancak bazı yapılar bunu yapmak için enerjiye ihtiyaç duyar.

Nehrin kıyısına bir Su Değirmeni inşa et. Bu değirmenin çalışması için su akışı gerekir, bu nedenle su olmadığında enerji üretemez.",Water Wheel is a name of a building
Tutorial.Stage.LumberMill,"Artık Tahta üretme vakti! Bir Kereste Fabrikası inşa et ve Enerji Milleri kullanarak Su Değirmeni'ne bağla.

Birçok yapı, duvardan duvara yerleştirildikleri takdirde birbirlerine enerji aktarabilir.",Lumber Mill and Water Wheel are the names of buildings.
Tutorial.Stage.Farmhouse,"Yerleşimlerin düzenli bir gıda kaynağına ihtiyacı vardır. Ekin ekmek ve biçmek için bir çiftlik evi inşa et.

İşçilerinin sayısı azalıyorsa bazı yapıları duraklatabilirsin. Bunun için bir yapıyı seç ve duraklat butonuna tıkla.

Birçok diğer yapı gibi çiftlik evinin de menzili sınırlıdır.",Farmhouse should be the same as in Building.Farmhouse.DisplayName
Tutorial.Stage.Forester,Düzenli bir Kütük kaynağına ihtiyacımız var. Ormancı Binası'nın kilidini aç ve ağaç dikmek istediğin bir yerin yakınına yerleştir.,Forester is a name of a building
Tutorial.Stage.KeepPlaying,"Su akmaya devam ettiği sürece yerleşimin artık kendi kendini idare edebilir. Kunduzlarının kuraklığı atlatmasına yardımcı olmak için bir baraj inşa edebilir veya daha fazla Tank yerleştirebilirsin.

Bu eğitim sana temelleri öğretti ancak kendin keşfedebileceğin çok daha fazla şey var.

Bol şans!",Water Tank is a building name.
UnstableCore.ExplosionRadius,Patlama yarıçapı,Label of a field that allows to set explosion radius of an unstable core.
Water.Strength,Şiddet,Followed by a number which tells how much water a water source produces
WaterInputCoordinates.Depth,Derinlik,Depth reached by the water input building (e.g. a water pump).
WaterInputCoordinates.Limit,Sınır,Depth limit of the water input building (e.g. a water pump).
WaterMover.Unfiltered,Filtrelenmemiş,"Tooltip for a toggle, that decides what kind of fluid should be pumped: unfiltered, water or badwater"
WaterOpacity.Visibility.Hide,Suyu gizle,Tooltip for button hiding water
WaterOpacity.Visibility.Show,Suyu göster,Tooltip for button showing water
Weather.Badtide,Bulantı mevsimi,Name of toxic hazard season during which all rivers turn into badwater instead of water. Ideally the name should refer to Good.Badwater.DisplayName and follow its pattern. Please read the comment for Good.Badwater.DisplayName for a complete description of what badwater is.
Weather.BadtideEndedNotification,Bulantı mevsimi sona erdi,Notification that shows up when a badtide season ends. Badtide should be the same as Weather.Badtide.
Weather.BadtideStartedNotification,Bulantı mevsimi başladı,Notification that shows up when a badtide season starts. Badtide should be the same as Weather.Badtide.
Weather.CycleAndDayLong,"{0}. döngü, {1}. gün","Example usage: 'Cycle 2, day 5'."
Weather.CycleAndDayShort,{0}-{1}. gün,Example usage: 'Day 2-5'.
Weather.CycleBegins,{0}. döngü başlıyor,"Shown as a message when new cycle begins, {0} stands for cycle number, example usage: 'Cycle 4 begins'."
Weather.Drought,Kuraklık,
Weather.DroughtEndedNotification,Kuraklık sona erdi,A notification that a drought has ended.
Weather.DroughtStartedNotification,Kuraklık başladı,A notification that a drought has begun.
Weather.Notification.BadtideApproaching,Bulantı mevsimi yaklaşıyor,Tooltip of weather panel shown when a badtide season is approaching. Badtide should be the same as Weather.Badtide.
Weather.Notification.BadtideInProgress,Bulantı mevsimi sürüyor,Tooltip of weather panel shown when a badtide season is in progress. Badtide should be the same as Weather.Badtide.
